DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
171923137,12/15/2017 0:00,12/15/2017 0:00,320,19,Mission,1985,1,110,CRIMINAL HOMICIDE,0430 0216 0906,29,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,8500    VAN NUYS                     BL,,34.2248,-118.4488
170200799,6/22/2017 0:00,6/22/2017 0:00,10,2,Rampart,245,1,110,CRIMINAL HOMICIDE,411,37,M,H,102,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,110,,,,2200    WILSHIRE                     BL,,34.0586,-118.2771
170509987,5/9/2017 0:00,5/9/2017 0:00,100,5,Harbor,566,1,110,CRIMINAL HOMICIDE,1100 1309 0430 0906 1402 1419,24,M,H,103,ALLEY,102,HAND GUN,AA,Adult Arrest,110,998,,,300 W  9TH                          ST,,33.736,-118.2835
171214881,5/31/2017 0:00,5/31/2017 0:00,1648,12,77th Street,1218,1,110,CRIMINAL HOMICIDE,1270 1310 1309 1100 0430 0906 0309 0342,36,M,B,101,STREET,101,REVOLVER,AA,Adult Arrest,110,,,,800 W  56TH                         ST,,33.9915,-118.2871
171912877,6/9/2017 0:00,6/9/2017 0:00,201,19,Mission,1963,1,110,CRIMINAL HOMICIDE,1100 0430 1310 0395 0906,25,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,14700    PLUMMER                      ST,,34.2454,-118.4505
171019129,11/27/2017 0:00,11/26/2017 0:00,1605,10,West Valley,1024,1,110,CRIMINAL HOMICIDE,0906 1100 0430 1310 1402,23,M,H,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,998,,,6700    RESEDA                       BL,,34.1958,-118.5399
171321777,10/8/2017 0:00,10/7/2017 0:00,1730,13,Newton,1307,1,110,CRIMINAL HOMICIDE,0334 0416 0429 1218,47,M,B,102,SIDEWALK,302,BLUNT INSTRUMENT,IC,Invest Cont,110,,,,800    STANFORD                     AV,,34.0365,-118.2468
170919500,10/29/2017 0:00,10/29/2017 0:00,1108,9,Van Nuys,919,1,110,CRIMINAL HOMICIDE,1100 1402 0430,73,M,O,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,110,,,,6700    GREENBUSH                    AV,,34.1922,-118.4257
171227448,11/18/2017 0:00,11/18/2017 0:00,5,12,77th Street,1211,1,110,CRIMINAL HOMICIDE,0430 1270 0906 1300 1100 1402,45,M,B,103,ALLEY,102,HAND GUN,IC,Invest Cont,110,,,,5400    6TH                          AV,,33.9932,-118.3236
171916060,8/6/2017 0:00,8/6/2017 0:00,1500,19,Mission,1915,1,110,CRIMINAL HOMICIDE,0906 0411 1822 1266,28,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110,,,,GLENOAKS,HUBBARD                      ST,34.2995,-118.4392
171312639,5/18/2017 0:00,5/18/2017 0:00,155,13,Newton,1307,1,110,CRIMINAL HOMICIDE,1402 0411 0334 0906 2004 1218,30,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,998,,,700    CROCKER                      ST,,34.0401,-118.2459
170405138,1/27/2017 0:00,1/27/2017 0:00,1655,4,Hollenbeck,409,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1402 1407 1419,42,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,998,,,5300    ALMONT                       ST,,34.0916,-118.166
171814420,7/3/2017 0:00,7/3/2017 0:00,1515,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,1100 0302 0430 1402 1407 1309,60,M,B,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,98TH                         ST,COMPTON                      AV,33.9475,-118.2462
171904590,1/12/2017 0:00,1/12/2017 0:00,1900,19,Mission,1984,1,110,CRIMINAL HOMICIDE,0411 1218,24,M,H,102,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,110,,,,8600    CEDROS                       AV,,34.2265,-118.4565
170213891,7/15/2017 0:00,7/15/2017 0:00,1439,2,Rampart,257,1,110,CRIMINAL HOMICIDE,1100 0430 0309 0906 1402,36,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,400    UNION                        DR,,34.0592,-118.2674
171214651,5/28/2017 0:00,5/28/2017 0:00,2353,12,77th Street,1233,1,110,CRIMINAL HOMICIDE,1270 1100 0302 0430 1402 0906,28,M,B,102,SIDEWALK,106,UNKNOWN FIREARM,AO,Adult Other,110,,,,1700 W  60TH                         PL,,33.985,-118.3068
171323498,11/2/2017 0:00,11/2/2017 0:00,2130,13,Newton,1344,1,110,CRIMINAL HOMICIDE,0400 0408 0416,30,M,W,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,4200    AVALON                       BL,,34.0076,-118.2653
171210760,4/4/2017 0:00,4/4/2017 0:00,1550,12,77th Street,1239,1,110,CRIMINAL HOMICIDE,1100 0430 0303 1270 0906,17,M,B,101,STREET,106,UNKNOWN FIREARM,JA,Juv Arrest,110,,,,6000 S  VERMONT                      AV,,33.9855,-118.2915
171922116,11/23/2017 0:00,11/23/2017 0:00,2015,19,Mission,1967,1,110,CRIMINAL HOMICIDE,0395 1822 0430 1100 0906,26,M,F,501,SINGLE FAMILY DWELLING,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,14200    GAGER                        ST,,34.2442,-118.4436
171215864,6/13/2017 0:00,6/13/2017 0:00,1738,12,77th Street,1268,1,110,CRIMINAL HOMICIDE,1100 0430 1310 1309 1300 0906,28,M,H,104,DRIVEWAY,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,8400 S  MAIN                         ST,,33.9629,-118.2739
171509756,4/7/2017 0:00,4/7/2017 0:00,1000,15,N Hollywood,1599,1,110,CRIMINAL HOMICIDE,0408 0400,39,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,,,BARHAM,WC FIELDS,34.1284,-118.3568
171211851,4/19/2017 0:00,4/19/2017 0:00,1825,12,77th Street,1258,1,110,CRIMINAL HOMICIDE,1100 0302 0430 1313 0202 1402 1409 0371 1816 0906,27,M,B,102,SIDEWALK,101,REVOLVER,IC,Invest Cont,110,,,,7600 S  SAN PEDRO                    ST,,33.9713,-118.2739
171904790,1/16/2017 0:00,1/16/2017 0:00,2056,19,Mission,1909,1,110,CRIMINAL HOMICIDE,0430 1100 2000 1402 1202 1813,69,F,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AO,Adult Other,110,998,,,13600    GAVINA                       AV,,34.3185,-118.4008
171320108,9/9/2017 0:00,9/9/2017 0:00,1810,13,Newton,1352,1,110,CRIMINAL HOMICIDE,1407 1409 1100 0430 1310 1240 0906 0302 0334,31,F,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,4400    TOWNE                        AV,,34.0039,-118.2676
170715668,9/15/2017 0:00,9/15/2017 0:00,2300,7,Wilshire,783,1,110,CRIMINAL HOMICIDE,0416 0430 0449 0906 1100 1270 1419 1407 1816 1402,24,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,998,,,2300 S  COCHRAN                      AV,,34.0371,-118.3566
171225680,10/24/2017 0:00,10/24/2017 0:00,2040,12,77th Street,1218,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0302 0430 0906 1270,52,M,B,101,STREET,102,HAND GUN,AO,Adult Other,110,,,,500 W  58TH                         ST,,33.9897,-118.2827
172016434,8/31/2017 0:00,8/30/2017 0:00,1900,20,Olympic,2045,1,110,CRIMINAL HOMICIDE,0416 1206 0906 1402,27,M,H,101,STREET,302,BLUNT INSTRUMENT,AA,Adult Arrest,110,998,,,8TH                          ST,NORMANDIE                    AV,34.0577,-118.2998
171517070,8/14/2017 0:00,8/14/2017 0:00,2335,15,N Hollywood,1555,1,110,CRIMINAL HOMICIDE,1100 0395 0430 0442 0906 0907 1420 1414 1401 1407,29,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,110,,,,5000    KLUMP                        AV,,34.1608,-118.3757
170805616,2/5/2017 0:00,2/5/2017 0:00,1715,8,West LA,889,1,110,CRIMINAL HOMICIDE,0906 0430 1100 1270 1809 1816 1402 0334,19,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,8700    GUTHRIE                      AV,,34.0412,-118.3813
170132873,12/29/2017 0:00,12/29/2017 0:00,330,1,Central,195,1,110,CRIMINAL HOMICIDE,1218 0416 2004,42,M,W,102,SIDEWALK,310,CONCRETE BLOCK/BRICK,AA,Adult Arrest,110,,,,200 E  14TH                         ST,,34.0347,-118.2602
170324789,11/5/2017 0:00,11/5/2017 0:00,220,3,Southwest,395,1,110,CRIMINAL HOMICIDE,0395 1309 0913 0416 0408 2004 0429,51,M,B,101,STREET,307,VEHICLE,AA,Adult Arrest,110,,,,1700 W  41ST                         ST,,34.0099,-118.3089
170222552,12/24/2017 0:00,12/24/2017 0:00,50,2,Rampart,235,1,110,CRIMINAL HOMICIDE,1100 0334 0430 0360 2001 0602,26,M,H,122,"VEHICLE, PASSENGER/TRUCK",106,UNKNOWN FIREARM,JA,Juv Arrest,110,998,,,WESTLAKE                     AV,BEVERLY                      BL,34.0677,-118.2731
171206171,1/31/2017 0:00,1/31/2017 0:00,2325,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0906 0430 0302,0,M,H,103,ALLEY,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,900 W  74TH                         ST,,33.9727,-118.2893
171225498,10/23/2017 0:00,10/23/2017 0:00,130,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,1270 0906 1100 0430 1402 1407 1822,32,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,1700 W  52ND                         ST,,33.9994,-118.3108
170201066,12/26/2017 0:00,12/26/2017 0:00,1240,2,Rampart,241,1,110,CRIMINAL HOMICIDE,2000 0411 1813,53,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AA,Adult Arrest,110,,,,400 S  LA FAYETTE PARK              PL,,34.0658,-118.2814
171617903,12/15/2017 0:00,12/14/2017 0:00,1900,16,Foothill,1663,1,110,CRIMINAL HOMICIDE,0430 1402 1218,31,M,H,108,PARKING LOT,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,11900    ALLEGHENY                    ST,,34.2378,-118.3922
170212057,6/17/2017 0:00,6/17/2017 0:00,1205,2,Rampart,245,1,110,CRIMINAL HOMICIDE,0430 1100 0216 1402,48,M,H,109,PARK/PLAYGROUND,101,REVOLVER,AA,Adult Arrest,110,998,,,7TH                          ST,LAKE                         ST,34.057,-118.2779
171209140,3/14/2017 0:00,3/14/2017 0:00,2220,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0430 1822 0906 1270,29,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,6400    BRYNHURST                    AV,,33.9817,-118.3338
171104780,1/17/2017 0:00,1/17/2017 0:00,330,11,Northeast,1142,1,110,CRIMINAL HOMICIDE,0334 0430 1100 1300 0312 0324 0104 1803 1402 0907,34,M,O,301,GAS STATION,102,HAND GUN,AA,Adult Arrest,110,998,,,2100 N  VERMONT                      AV,,34.11,-118.2918
170310010,3/31/2017 0:00,3/31/2017 0:00,1813,3,Southwest,335,1,110,CRIMINAL HOMICIDE,1402 1300 1100 0430 0216 0906 1270,32,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,3100    8TH                          AV,,34.0263,-118.326
171822746,11/18/2017 0:00,11/18/2017 0:00,2040,18,Southeast,1804,1,110,CRIMINAL HOMICIDE,1100 0430 1402 1407 1310,26,M,H,101,STREET,101,REVOLVER,AA,Adult Arrest,110,998,,,8700    AVALON                       BL,,33.9592,-118.2651
170707762,3/3/2017 0:00,2/25/2017 0:00,2110,7,Wilshire,783,1,110,CRIMINAL HOMICIDE,0371 0430 0906,24,M,B,701,HOSPITAL,102,HAND GUN,IC,Invest Cont,110,,,,2400    CARMONA                      AV,,34.0354,-118.3628
171100789,9/24/2017 0:00,9/24/2017 0:00,3,11,Northeast,1124,1,110,CRIMINAL HOMICIDE,1100 1402 0430,29,M,H,104,DRIVEWAY,106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,3300    DREW                         ST,,34.1199,-118.2431
171307563,3/1/2017 0:00,3/1/2017 0:00,630,13,Newton,1344,1,110,CRIMINAL HOMICIDE,0400 0445 0913 2004 0416 1402 0906,33,M,H,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,998,,,41ST                         PL,SAN PEDRO                    ST,34.0082,-118.2696
170200670,3/24/2017 0:00,3/24/2017 0:00,1413,2,Rampart,233,1,110,CRIMINAL HOMICIDE,1100 0430 0906 0371 1407 0302 0216 1419,19,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,100 S  LAFAYETTE PARK               PL,,34.0703,-118.2786
170411029,6/6/2017 0:00,6/6/2017 0:00,1453,4,Hollenbeck,423,1,110,CRIMINAL HOMICIDE,1100 0906 0302 0430 1402 1407 1218,35,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,1800    JOHNSTON                     ST,,34.0645,-118.2102
171321707,10/7/2017 0:00,10/7/2017 0:00,155,13,Newton,1331,1,110,CRIMINAL HOMICIDE,1402 1407 1100 0430 0906,33,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,3300 S  MAIN                         ST,,34.0194,-118.2722
171812655,6/2/2017 0:00,6/2/2017 0:00,2245,18,Southeast,1802,1,110,CRIMINAL HOMICIDE,0342 1402 1100 1309 0430 1407 0326 0906,30,M,B,104,DRIVEWAY,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,200 W  89TH                         ST,,33.9556,-118.2744
171810624,4/29/2017 0:00,4/29/2017 0:00,315,18,Southeast,1824,1,110,CRIMINAL HOMICIDE,0906 1310 0302 0430 1100,38,M,H,108,PARKING LOT,106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,9500    AVALON                       BL,,33.9502,-118.2651
170311208,4/19/2017 0:00,4/19/2017 0:00,1420,3,Southwest,393,1,110,CRIMINAL HOMICIDE,1100 0302 0430 1313 1407 1402 1310 1270 0906 0913,32,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110,,,,2900    STOCKER                      PA,,34.007,-118.3257
171214565,5/27/2017 0:00,5/27/2017 0:00,220,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1822 0411 0445 0449 1409 1300,50,M,H,101,STREET,218,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,110,,,,81ST                         ST,AVALON,33.9656,-118.2651
171517501,8/23/2017 0:00,8/23/2017 0:00,1946,15,N Hollywood,1543,1,110,CRIMINAL HOMICIDE,0906 1100 1402 0430 1218,42,M,B,104,DRIVEWAY,102,HAND GUN,AA,Adult Arrest,110,998,,,12200    BURBANK                      BL,,34.1722,-118.3987
171323964,11/10/2017 0:00,11/10/2017 0:00,1815,13,Newton,1364,1,110,CRIMINAL HOMICIDE,1100 0430 0334 0302 0906 1402,33,M,B,103,ALLEY,102,HAND GUN,IC,Invest Cont,110,998,,,1100 E  46TH                         ST,,34.0021,-118.2565
171904322,1/7/2017 0:00,1/7/2017 0:00,1500,19,Mission,1908,1,110,CRIMINAL HOMICIDE,1814 1100 0430 0906 1402 2000,34,F,H,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,HARDING                      ST,TRIPOLI                      AV,34.3072,-118.4155
171229291,12/18/2017 0:00,12/18/2017 0:00,249,12,77th Street,1209,1,110,CRIMINAL HOMICIDE,0400 0430 1100 0906 1270,43,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,49TH                         ST,FLOWER                       ST,33.9983,-118.2813
170419097,12/5/2017 0:00,12/5/2017 0:00,1250,4,Hollenbeck,479,1,110,CRIMINAL HOMICIDE,1218 1100 0906 1309 0302 0334 0430 1407 1402 1419,25,M,H,103,ALLEY,102,HAND GUN,AA,Adult Arrest,110,998,,,3500 E  6TH                          ST,,34.0296,-118.1961
171522406,11/20/2017 0:00,11/20/2017 0:00,100,15,N Hollywood,1505,1,110,CRIMINAL HOMICIDE,416,34,M,H,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,,,11400    SHERMAN                      WY,,34.2012,-118.379
171920733,10/29/2017 0:00,10/29/2017 0:00,1615,19,Mission,1959,1,110,CRIMINAL HOMICIDE,1100 0430 1309 0342 0906,28,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,9900    STANWIN                      AV,,34.2504,-118.4364
171817574,8/25/2017 0:00,8/25/2017 0:00,2345,18,Southeast,1838,1,110,CRIMINAL HOMICIDE,0906 1407 1401 1809 0430 1100,21,M,H,103,ALLEY,102,HAND GUN,AA,Adult Arrest,110,998,,,105TH                        ST,GRAPE                        ST,33.9406,-118.2369
170323572,10/18/2017 0:00,10/18/2017 0:00,1915,3,Southwest,337,1,110,CRIMINAL HOMICIDE,1402 1100 0430 0302 0305 0913 0906,27,M,H,103,ALLEY,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,2900    LA SALLE                     AV,,34.0291,-118.3054
171222642,9/13/2017 0:00,9/13/2017 0:00,445,12,77th Street,1208,1,110,CRIMINAL HOMICIDE,1402 1407 0906 1100 0430,40,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,5000 S  HOOVER                       ST,,33.9976,-118.2871
170707950,4/1/2017 0:00,4/1/2017 0:00,205,7,Wilshire,764,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1270 1402,41,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,110,998,,,5100    VENICE                       BL,,34.0465,-118.3555
171805472,1/27/2017 0:00,1/27/2017 0:00,1655,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,1100 0430 1407 0906 1310,35,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,1500 E  96TH                         ST,,33.9491,-118.248
170408190,4/5/2017 0:00,4/5/2017 0:00,1120,4,Hollenbeck,471,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1407 1402,31,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,2200    WHITTIER                     BL,,34.0381,-118.2262
171810623,4/29/2017 0:00,4/29/2017 0:00,315,18,Southeast,1824,1,110,CRIMINAL HOMICIDE,0906 0302 0430 1402 1407,37,M,H,138,STAIRWELL*,106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,9500    AVALON                       BL,,33.9502,-118.2651
171223197,9/21/2017 0:00,9/21/2017 0:00,42,12,77th Street,1255,1,110,CRIMINAL HOMICIDE,0342 1309 0430 0302 0906 1100,42,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,7700    BRIGHTON                     AV,,33.97,-118.3014
171410433,4/15/2017 0:00,4/14/2017 0:00,1954,14,Pacific,1427,1,110,CRIMINAL HOMICIDE,1100 1402 0906 1270 0430,23,M,B,108,PARKING LOT,102,HAND GUN,AO,Adult Other,110,998,,,3000 S  SEPULVEDA                    BL,,34.0274,-118.4286
171909317,4/6/2017 0:00,4/5/2017 0:00,1600,19,Mission,1958,1,110,CRIMINAL HOMICIDE,0416 0395,53,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110,,,,BARTEE,VAN NUYS,34.2517,-118.445
170916780,9/11/2017 0:00,9/10/2017 0:00,2323,9,Van Nuys,932,1,110,CRIMINAL HOMICIDE,1100 1822 0430,33,M,H,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,,,,15200    VICTORY                      BL,,34.1867,-118.464
170500589,2/14/2017 0:00,2/14/2017 0:00,2026,5,Harbor,557,1,110,CRIMINAL HOMICIDE,0302 0334 0342 0353 0430 0432 1100 1300 1309 0906,22,M,H,108,PARKING LOT,106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,200 S  GAFFEY                       ST,,33.7424,-118.2923
170510892,5/29/2017 0:00,5/29/2017 0:00,500,5,Harbor,564,1,110,CRIMINAL HOMICIDE,0302 0312 0430 0432 1100 1402 0906,46,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,200 W  3RD                          ST,,33.7415,-118.2813
171213148,5/7/2017 0:00,5/7/2017 0:00,1958,12,77th Street,1245,1,110,CRIMINAL HOMICIDE,1100 1202 1236 0302 0430 1822 1309 1402 0906 0365,21,M,H,401,MINI-MART,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,6500 S  NORMANDIE                    AV,,33.9806,-118.3003
170309254,3/21/2017 0:00,3/21/2017 0:00,1220,3,Southwest,395,1,110,CRIMINAL HOMICIDE,0411 0344 0334 1310,46,M,B,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,110,,,,4000 S  WESTERN                      AV,,34.0109,-118.3089
170315885,6/27/2017 0:00,6/27/2017 0:00,840,3,Southwest,392,1,110,CRIMINAL HOMICIDE,1501,17,M,B,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,648,,,4800    CRENSHAW                     BL,,34,-118.3308
171214256,5/23/2017 0:00,5/23/2017 0:00,1300,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1259 1100 0906 1310 0334 0430 0342 1407 1270,17,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,79TH                         ST,MCKINLEY                     AV,33.9675,-118.2608
170416405,10/5/2017 0:00,10/5/2017 0:00,107,4,Hollenbeck,453,1,110,CRIMINAL HOMICIDE,1402 1407 1419 1409 1100 0906 0302 0342 0430,37,M,H,102,SIDEWALK,102,HAND GUN,AO,Adult Other,110,998,,,1600    PENNSYLVANIA                 AV,,34.0487,-118.2192
171808179,3/17/2017 0:00,3/17/2017 0:00,2005,18,Southeast,1881,1,110,CRIMINAL HOMICIDE,1100 1407 0430,23,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,15100 S  FIGUEROA                     ST,,33.8887,-118.287
172021879,12/10/2017 0:00,12/6/2017 0:00,1905,20,Olympic,2091,1,110,CRIMINAL HOMICIDE,1402 0411 1416,26,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,AA,Adult Arrest,110,998,,,2000    ARLINGTON                    AV,,34.039,-118.3177
170309080,3/19/2017 0:00,3/19/2017 0:00,130,3,Southwest,353,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0906 1218 1270 1407 1402,30,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,3700    CHESAPEAKE                   AV,,34.0195,-118.3452
171613239,8/18/2017 0:00,8/18/2017 0:00,1030,16,Foothill,1689,1,110,CRIMINAL HOMICIDE,1402 0416 1409 0913 2004 1218,31,M,H,110,FREEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,998,,,GOLDEN STATE                 FY,LANKERSHIM                   BL,34.2226,-118.3713
171816327,8/6/2017 0:00,8/6/2017 0:00,309,18,Southeast,1839,1,110,CRIMINAL HOMICIDE,1402 0906 0342 1309 0411 0334 0445 0326,25,M,H,101,STREET,204,FOLDING KNIFE,AO,Adult Other,110,,,,10800    KALMIA                       ST,,33.9374,-118.2321
171810481,4/27/2017 0:00,4/27/2017 0:00,325,18,Southeast,1804,1,110,CRIMINAL HOMICIDE,2004 1309 1822 1100 0430 1407,20,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,E  88TH                         PL,CENTRAL                      AV,33.9565,-118.2564
171804744,1/14/2017 0:00,1/13/2017 0:00,2035,18,Southeast,1836,1,110,CRIMINAL HOMICIDE,0906 0946 1100 0302 0342 0430 0216 1310 1259 0371,17,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,106TH                        ST,FIRTH                        BL,33.9383,-118.2494
171317934,8/7/2017 0:00,8/7/2017 0:00,1953,13,Newton,1309,1,110,CRIMINAL HOMICIDE,1407 0302 0334 1100 0430 0907 1419 0906 1218,38,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,2000 E  8TH                          ST,,34.0295,-118.2357
171310846,4/22/2017 0:00,4/22/2017 0:00,1750,13,Newton,1361,1,110,CRIMINAL HOMICIDE,0430 0429 0302 0334 1100 0906 1402,24,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,50TH                         ST,BROADWAY                     ST,33.9974,-118.2783
171019875,12/14/2017 0:00,12/13/2017 0:00,1100,10,West Valley,1021,1,110,CRIMINAL HOMICIDE,1402,32,M,B,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,110,998,,,7000    TUNNEY                       AV,,34.1975,-118.557
171323653,11/5/2017 0:00,11/5/2017 0:00,1822,13,Newton,1371,1,110,CRIMINAL HOMICIDE,1100 0906 0302 0334 0430 1402 1407,31,M,H,121,YARD (RESIDENTIAL/BUSINESS),102,HAND GUN,IC,Invest Cont,110,998,,,200 W  57TH                         ST,,33.9906,-118.2761
171808031,3/15/2017 0:00,3/15/2017 0:00,15,18,Southeast,1837,1,110,CRIMINAL HOMICIDE,1309 1100 1402 1407 0906 1313 0302 0430,23,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,GRANDEE                      AV,104TH                        ST,33.9415,-118.2436
171217484,7/5/2017 0:00,7/5/2017 0:00,1605,12,77th Street,1269,1,110,CRIMINAL HOMICIDE,1100 0430 0906 0334 0342 1309 1270,26,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,1000 E  84TH                         PL,,33.962,-118.2575
170516122,9/17/2017 0:00,9/16/2017 0:00,2219,5,Harbor,514,1,110,CRIMINAL HOMICIDE,0399 1100 1300 0430 1259 0906 1402,15,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,1300    FRIGATE                      AV,,33.7877,-118.2778
170105512,1/26/2017 0:00,1/26/2017 0:00,1443,1,Central,111,1,110,CRIMINAL HOMICIDE,0411 1202 0906,64,M,A,703,ENTERTAINMENT/COMEDY CLUB (OTHER),207,OTHER KNIFE,AA,Adult Arrest,110,,,,400    GIN LING                     WY,,34.0656,-118.2374
171922786,12/6/2017 0:00,12/6/2017 0:00,2050,19,Mission,1981,1,110,CRIMINAL HOMICIDE,1402 1100 0430 0906 0371,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,110,998,,,8700    LANGDON                      AV,,34.2283,-118.4699
170110825,4/3/2017 0:00,4/3/2017 0:00,2130,1,Central,166,1,110,CRIMINAL HOMICIDE,1402 0411 0429 1310 2004,53,M,H,116,OTHER/OUTSIDE,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,998,,,7TH,SAN PEDRO                    ST,34.0407,-118.2468
